SalePrice,Overall Qual,Gr Liv Area,Garage Cars,Total Bsmt SF,Year Built,Year Remod/Add,Full Bath,Foundation_PConc,Fireplaces,BsmtFin Type 1_GLQ,Mas Vnr Area,Neighborhood_NridgHt,BsmtFin SF 1
58500,4,816,0.0,624.0,1910,1950,1,False,1,False,0.0,False,0.0
143000,7,1482,2.0,650.0,1920,1988,1,True,0,False,0.0,False,624.0
85000,5,1022,1.0,1022.0,1910,2006,1,False,0,False,0.0,False,247.0
124900,5,1869,2.0,1088.0,1890,1996,1,False,0,False,0.0,False,1088.0
119000,6,1480,1.0,972.0,1920,1950,1,False,0,False,0.0,False,0.0
146500,6,1521,3.0,741.0,1910,2002,1,True,0,False,0.0,False,0.0
34900,4,720,0.0,720.0,1920,1950,1,False,0,False,0.0,False,495.0
44000,3,797,0.0,245.0,1900,1950,1,False,0,False,0.0,False,0.0
223500,5,1576,2.0,1324.0,1923,2004,1,False,1,True,0.0,False,1309.0
149000,6,1432,1.0,1022.0,1923,1950,1,False,1,False,0.0,False,0.0
205000,7,1548,2.0,952.0,1925,2007,2,False,0,False,0.0,False,0.0
137000,5,1654,1.0,297.0,1930,1982,2,False,1,False,0.0,False,0.0
121000,6,952,1.0,952.0,1916,1950,1,False,1,False,0.0,False,0.0
128000,4,1324,1.0,672.0,1936,1950,1,False,0,False,0.0,False,672.0
134900,6,1176,2.0,698.0,1937,2000,1,False,0,False,0.0,False,0.0
117000,5,1348,1.0,884.0,1925,1997,1,False,1,False,0.0,False,0.0
132500,6,1412,1.0,780.0,1939,1950,1,False,1,False,0.0,False,0.0
93000,5,1142,1.0,468.0,1924,1950,1,False,0,False,444.0,False,220.0
119000,6,904,1.0,884.0,1926,2004,1,True,0,False,0.0,False,0.0
100000,5,1301,2.0,1145.0,1924,1950,1,True,0,False,0.0,False,405.0
141500,5,1539,2.0,927.0,1936,1950,1,False,0,False,0.0,False,0.0
133000,4,1573,1.0,884.0,1935,1995,1,False,0,False,0.0,False,0.0
60000,2,800,0.0,264.0,1936,1950,1,False,1,False,0.0,False,0.0
105000,5,875,1.0,715.0,1931,1993,1,False,0,False,0.0,False,209.0
115000,5,995,1.0,960.0,1925,1999,1,False,0,False,0.0,False,0.0
150000,5,1582,1.0,952.0,1938,1950,2,False,1,False,0.0,False,273.0
126500,5,1072,5.0,1072.0,1925,1950,1,False,0,False,0.0,False,134.0
214500,6,2134,2.0,844.0,1916,1994,2,False,0,False,0.0,False,0.0
167500,7,2019,2.0,728.0,1910,1993,1,False,0,False,0.0,False,0.0
155000,6,1768,2.0,1048.0,1915,1950,2,True,0,False,0.0,False,0.0
155000,7,1826,1.0,910.0,1915,2005,1,True,1,False,0.0,False,299.0
179900,7,1944,1.0,672.0,1915,1994,2,False,0,False,0.0,False,0.0
104000,6,2229,0.0,755.0,1912,1950,1,False,0,False,0.0,False,0.0
62500,5,2128,0.0,1040.0,1922,1950,2,False,0,False,0.0,False,0.0
149000,6,1930,1.0,720.0,1927,1950,2,False,0,False,0.0,False,522.0
103000,4,1208,2.0,780.0,1925,1950,1,False,0,False,0.0,False,152.0
123000,6,1427,1.0,483.0,1915,2002,1,False,0,False,0.0,False,0.0
97500,7,1864,0.0,1020.0,1902,2000,2,False,0,False,188.0,False,169.0
135000,6,1666,1.0,1204.0,1927,1950,1,False,0,False,0.0,False,0.0
70000,4,892,0.0,858.0,1923,1950,1,True,0,False,0.0,False,749.0
116000,6,1403,1.0,698.0,1915,1965,1,False,0,False,0.0,False,276.0
88750,4,704,1.0,560.0,1946,2001,1,False,0,False,0.0,False,0.0
179000,5,1200,0.0,1200.0,1987,1988,3,False,0,True,0.0,False,1200.0
179000,5,1200,0.0,1200.0,1987,1988,3,False,0,True,0.0,False,1200.0
159900,5,1152,1.0,1152.0,1978,1978,2,True,0,True,0.0,False,1152.0
61000,1,904,0.0,683.0,1922,1950,0,False,0,False,0.0,False,350.0
103600,6,1369,1.0,672.0,1925,1950,2,False,0,False,0.0,False,551.0
63000,5,1112,1.0,585.0,1934,1950,2,True,0,False,0.0,False,0.0
175000,5,1464,2.0,520.0,1963,1999,2,False,1,False,0.0,False,444.0
139000,5,1121,2.0,1121.0,1963,1963,1,True,0,False,0.0,False,651.0
172500,6,1683,2.0,918.0,1978,1978,2,False,1,False,92.0,False,226.0
113500,5,1052,1.0,1052.0,1967,1967,1,False,1,False,172.0,False,527.0
130000,5,899,1.0,864.0,1967,2004,1,True,0,False,89.0,False,450.0
149900,6,1034,2.0,456.0,1978,1978,1,False,1,True,23.0,False,456.0
134900,5,858,2.0,858.0,1982,1982,1,False,0,True,0.0,False,685.0
137000,5,860,2.0,840.0,1982,1982,1,False,0,False,0.0,False,672.0
139000,5,1092,1.0,1092.0,1962,1962,1,False,1,False,116.0,False,170.0
165000,5,1774,1.0,552.0,1961,1961,2,False,1,False,0.0,False,0.0
148000,6,1138,2.0,1138.0,1960,1960,1,False,1,False,54.0,False,588.0
165000,5,2071,1.0,825.0,1956,1956,1,False,1,False,366.0,False,0.0
63900,2,660,0.0,0.0,1947,1950,1,False,0,False,0.0,False,0.0
161500,4,1788,1.0,1104.0,1957,1989,1,False,2,False,0.0,False,0.0
143000,5,1473,1.0,1437.0,1968,2003,1,False,2,True,0.0,False,1324.0
135000,4,1229,1.0,1134.0,1956,1956,1,False,0,False,0.0,False,1059.0
82500,4,861,2.0,861.0,1940,1950,1,False,0,False,0.0,False,262.0
190000,5,1867,1.0,1617.0,1955,1993,1,False,3,False,0.0,False,379.0
139600,3,1733,2.0,0.0,1955,1955,2,False,1,False,0.0,False,0.0
122000,4,1383,2.0,0.0,1954,1954,1,False,0,False,0.0,False,0.0
127500,6,1689,2.0,1436.0,1956,1956,1,False,1,False,0.0,False,0.0
121500,5,1073,1.0,1073.0,1956,1956,1,False,0,False,0.0,False,257.0
60000,5,1276,1.0,1276.0,1958,1958,1,False,0,False,0.0,False,0.0
154400,6,1639,1.0,747.0,1946,1950,1,False,1,False,0.0,False,342.0
113000,4,672,1.0,672.0,1941,1950,1,False,0,False,0.0,False,344.0
125000,5,1089,1.0,1089.0,1954,1954,1,False,1,False,0.0,False,173.0
84000,4,845,1.0,0.0,1957,1957,1,False,0,False,0.0,False,0.0
139500,5,1049,1.0,1049.0,1984,1984,2,False,0,True,149.0,False,552.0
131000,5,1716,1.0,768.0,1949,2008,1,False,1,False,0.0,False,292.0
105000,6,1258,1.0,560.0,1939,1950,1,False,0,False,0.0,False,204.0
108000,4,1510,1.0,755.0,1940,1950,1,False,1,False,0.0,False,0.0
162000,7,1061,2.0,1054.0,1990,1991,1,True,0,True,0.0,False,460.0
156500,6,1338,2.0,520.0,1983,1983,1,False,1,False,100.0,False,70.0
316600,8,2132,2.0,1496.0,1983,2009,1,False,1,True,0.0,False,1441.0
271900,7,2196,3.0,2158.0,1990,1991,2,False,1,False,234.0,False,485.0
213000,7,1775,2.0,740.0,1993,1993,2,True,1,False,137.0,False,513.0
239900,7,1879,2.0,1079.0,1993,1994,2,True,1,True,0.0,False,474.0
239500,8,2020,2.0,1128.0,1995,1995,2,True,1,True,0.0,False,584.0
131000,5,2016,2.0,0.0,1880,2007,1,True,1,False,0.0,False,0.0
118964,5,1535,2.0,0.0,1979,1979,2,False,0,False,0.0,False,0.0
153337,5,1224,2.0,1086.0,1979,1979,0,False,2,True,275.0,False,1086.0
147983,5,2228,2.0,0.0,1979,1979,2,False,0,False,0.0,False,0.0
118858,5,1535,2.0,0.0,1979,1979,2,False,0,False,0.0,False,0.0
118858,5,1535,2.0,0.0,1979,1979,2,False,0,False,0.0,False,0.0
142953,5,2240,2.0,0.0,1979,1979,2,False,0,False,0.0,False,0.0
148325,5,1229,2.0,1094.0,1979,1979,0,False,2,True,216.0,False,1094.0
113722,5,1513,2.0,0.0,1979,1979,2,False,0,False,0.0,False,0.0
269500,7,2787,4.0,1168.0,2000,2000,4,True,2,True,23.0,False,820.0
269500,7,2787,4.0,1168.0,2000,2000,4,True,2,True,23.0,False,820.0
269500,7,2787,4.0,1168.0,2000,2000,4,True,2,True,23.0,False,820.0
323262,9,1680,3.0,1555.0,2009,2009,1,True,1,True,242.0,False,1021.0
297000,8,1718,3.0,1705.0,2007,2008,2,True,1,True,336.0,False,1288.0
295493,8,1630,3.0,1622.0,2008,2008,2,True,1,False,270.0,False,0.0
332000,9,1720,3.0,1720.0,2008,2008,2,True,1,True,364.0,False,1104.0
239900,8,1468,3.0,1468.0,2008,2008,2,True,1,False,0.0,False,0.0
212000,8,1768,2.0,866.0,2007,2007,2,True,0,True,0.0,False,20.0
272500,8,1838,2.0,1838.0,2007,2008,2,True,2,True,352.0,False,1359.0
239000,9,1800,2.0,1800.0,2007,2007,2,True,0,False,0.0,False,0.0
220000,7,1604,2.0,1604.0,2006,2006,2,True,1,True,180.0,False,1334.0
200000,7,1290,2.0,1282.0,2007,2007,2,True,1,True,0.0,False,902.0
221800,8,1254,3.0,1254.0,2008,2008,2,True,0,True,140.0,False,872.0
194500,7,1232,2.0,1232.0,2007,2007,2,True,0,True,82.0,False,724.0
237000,8,1498,3.0,1498.0,2005,2006,2,True,1,True,76.0,False,24.0
173000,6,1422,2.0,704.0,2005,2006,2,True,1,False,0.0,False,0.0
275000,7,1644,2.0,1518.0,1989,1989,2,True,1,True,145.0,False,1518.0
233500,7,1759,2.0,1449.0,1992,1993,2,True,1,True,0.0,False,800.0
185000,5,2126,2.0,1013.0,1967,1967,2,True,0,False,0.0,False,249.0
152000,5,1040,2.0,1040.0,1996,1996,1,True,0,True,0.0,False,732.0
143000,5,990,1.0,990.0,1994,1994,1,True,0,False,0.0,False,755.0
231500,6,1764,2.0,928.0,1997,1997,2,True,0,True,0.0,False,821.0
212000,7,1661,2.0,799.0,1996,1996,2,True,1,True,0.0,False,385.0
207000,7,1463,2.0,1463.0,1998,1998,2,True,0,True,0.0,False,950.0
145000,5,1097,2.0,1097.0,1994,1995,1,True,0,False,0.0,False,0.0
138000,5,990,2.0,990.0,1994,1995,1,True,0,False,0.0,False,746.0
197900,7,1779,2.0,866.0,1998,1998,2,True,0,False,0.0,False,0.0
204000,7,1501,2.0,1490.0,1999,1999,2,True,0,True,183.0,False,679.0
192000,7,1431,2.0,1431.0,1999,1999,2,True,0,True,0.0,False,560.0
200000,6,1772,2.0,928.0,1998,1998,2,True,1,True,120.0,False,606.0
195000,7,1660,2.0,831.0,2002,2002,2,True,0,False,95.0,False,0.0
227000,7,1573,2.0,1573.0,2002,2002,2,True,0,True,110.0,False,788.0
230000,7,1840,2.0,944.0,2001,2001,2,True,0,True,0.0,False,666.0
187100,7,1430,2.0,1413.0,2001,2002,2,True,0,False,0.0,False,0.0
203000,7,1444,2.0,1431.0,2002,2001,2,True,0,True,68.0,False,1259.0
201000,7,1492,2.0,1492.0,2001,2001,2,True,1,True,180.0,False,24.0
124000,5,1040,0.0,1040.0,1978,1978,2,False,0,False,136.0,False,616.0
140000,5,907,1.0,907.0,1978,1978,1,False,0,True,76.0,False,625.0
134900,5,914,2.0,914.0,1979,1979,1,False,0,False,40.0,False,710.0
150500,5,1040,2.0,1040.0,1977,2008,2,False,0,False,0.0,False,532.0
136500,5,864,1.0,864.0,1978,2005,1,False,0,False,90.0,False,646.0
143500,5,1268,1.0,1268.0,1977,1989,1,False,0,False,0.0,False,196.0
133500,5,864,1.0,864.0,1972,1972,1,False,1,False,0.0,False,460.0
123000,5,894,2.0,894.0,1972,1972,1,False,0,False,0.0,False,777.0
133900,5,768,1.0,768.0,1972,2003,1,False,0,True,0.0,False,660.0
133000,5,768,2.0,768.0,1972,2007,1,False,0,True,0.0,False,656.0
250000,7,1611,3.0,1569.0,2002,2002,2,True,0,True,0.0,False,1234.0
254750,8,2184,2.0,1068.0,2003,2003,2,True,1,False,198.0,False,0.0
236500,8,1788,2.0,1753.0,2001,2001,2,True,1,False,0.0,False,0.0
261500,8,1872,2.0,1299.0,2001,2001,2,True,1,True,108.0,False,990.0
313000,9,2153,3.0,1440.0,2000,2000,2,True,2,True,204.0,False,904.0
198500,7,1725,2.0,840.0,2002,2002,2,True,0,False,0.0,False,0.0
211000,7,1870,2.0,944.0,2001,2001,2,True,0,False,0.0,False,0.0
220000,8,1513,2.0,1462.0,1999,2000,2,True,1,True,260.0,False,1246.0
203000,7,1504,2.0,1504.0,1996,1996,2,True,1,True,196.0,False,690.0
279500,8,1828,2.0,1822.0,2002,2003,2,True,1,True,164.0,False,1360.0
210000,7,1417,2.0,1417.0,1997,1998,2,True,1,True,209.0,False,1111.0
219500,7,2034,2.0,1057.0,1997,1998,2,True,0,True,573.0,False,739.0
191000,7,1716,2.0,880.0,1996,1996,2,True,1,False,0.0,False,0.0
178000,7,1212,2.0,1212.0,2001,2001,2,True,0,False,0.0,False,0.0
213000,7,1630,2.0,1630.0,2000,2001,2,True,1,False,171.0,False,0.0
144000,6,848,2.0,848.0,2003,2004,1,True,0,True,170.0,False,685.0
140000,6,848,2.0,848.0,2003,2003,1,True,0,True,170.0,False,685.0
293200,8,1602,3.0,1578.0,2007,2007,2,True,1,True,180.0,False,1478.0
190000,7,1728,2.0,864.0,2004,2004,2,True,0,False,0.0,False,0.0
190000,7,1500,2.0,1500.0,2004,2004,2,True,0,True,210.0,False,20.0
173500,6,1476,2.0,738.0,2005,2005,2,True,0,True,0.0,False,193.0
170000,6,1396,2.0,608.0,2007,2007,2,True,1,False,0.0,False,0.0
108000,4,1126,2.0,0.0,1949,2003,2,False,0,False,0.0,False,0.0
167000,5,1486,2.0,1486.0,1964,1999,1,True,0,False,0.0,False,637.0
100000,4,816,1.0,816.0,1938,1958,1,False,1,False,0.0,False,690.0
198500,7,1922,2.0,0.0,2003,2003,3,False,1,False,500.0,False,0.0
159500,6,1426,2.0,690.0,1977,1977,1,False,0,False,140.0,False,535.0
127000,4,1149,1.0,1014.0,1960,1971,1,False,0,True,0.0,False,399.0
125000,6,1125,1.0,1041.0,1976,1976,1,False,1,False,255.0,False,631.0
320000,9,1698,3.0,1698.0,2007,2008,2,True,1,True,340.0,False,1234.0
145500,6,1072,2.0,547.0,2005,2006,1,False,0,True,80.0,False,547.0
118000,5,698,0.0,698.0,1947,2008,1,False,0,False,0.0,False,0.0
85000,4,876,1.0,876.0,1959,1959,1,False,0,False,0.0,False,332.0
120000,5,1368,1.0,1078.0,1950,1950,1,False,0,False,0.0,False,1078.0
98000,4,1529,1.0,0.0,1945,1950,2,False,0,False,0.0,False,0.0
99900,5,864,0.0,864.0,1922,1950,1,True,0,False,0.0,False,0.0
82000,3,944,2.0,0.0,1952,1952,1,False,0,False,0.0,False,0.0
119900,5,1678,0.0,1678.0,1959,1959,2,False,0,False,74.0,False,0.0
103500,5,1560,1.0,1150.0,1956,1956,1,False,1,False,259.0,False,546.0
112000,4,960,1.0,672.0,1956,1956,1,False,0,False,0.0,False,0.0
110000,6,1196,2.0,684.0,1920,2000,1,False,0,False,0.0,False,0.0
122000,5,1298,1.0,720.0,1941,1950,1,False,2,False,0.0,False,626.0
117000,5,1604,2.0,984.0,1941,1960,2,False,0,False,0.0,False,408.0
160000,5,1268,1.0,832.0,1938,1950,1,True,2,False,88.0,False,832.0
159434,5,1520,1.0,793.0,1932,2000,1,False,0,False,0.0,False,182.0
60000,2,438,1.0,290.0,1920,1950,1,False,0,False,0.0,False,290.0
139500,6,1489,1.0,778.0,1940,1950,2,False,1,False,0.0,False,0.0
197000,7,3082,2.0,824.0,1920,1970,2,False,2,True,0.0,False,523.0
105000,6,1242,1.0,583.0,1935,1950,1,False,1,False,0.0,False,0.0
135000,4,1981,2.0,1122.0,1928,1950,2,False,2,False,0.0,False,622.0
147500,6,1232,2.0,816.0,1916,2000,1,False,1,False,0.0,False,0.0
137450,6,1608,1.0,976.0,1925,1990,2,False,1,False,0.0,False,264.0
155000,7,1135,2.0,560.0,1936,2007,1,True,0,False,0.0,False,350.0
177000,6,1913,2.0,896.0,1928,1950,1,False,1,False,0.0,False,0.0
145000,7,1477,1.0,861.0,1928,1950,2,False,1,False,0.0,False,0.0
137000,7,1228,1.0,600.0,1918,1990,1,False,1,False,0.0,False,0.0
234000,7,2080,1.0,1276.0,1926,2004,1,False,2,False,0.0,False,0.0
205000,5,1567,2.0,840.0,1940,1950,1,False,2,False,0.0,False,728.0
177500,6,1494,1.0,771.0,1942,1950,1,False,2,False,0.0,False,547.0
160000,5,1308,1.0,728.0,1940,1950,1,False,2,False,0.0,False,428.0
155000,5,1273,1.0,1273.0,1960,1960,1,False,0,False,0.0,False,793.0
163500,5,964,2.0,876.0,1921,2006,1,False,0,False,0.0,False,713.0
154900,5,1343,1.0,731.0,1921,1950,1,False,1,False,0.0,False,0.0
205000,7,2480,2.0,920.0,1940,1950,2,False,2,False,0.0,False,246.0
144800,5,1112,1.0,1112.0,1954,1954,1,False,1,False,0.0,False,154.0
174500,7,1564,1.0,704.0,1941,1950,1,False,1,False,0.0,False,275.0
193000,6,1561,2.0,1561.0,1960,1960,2,False,1,False,132.0,False,65.0
158000,5,1523,1.0,1067.0,1949,2005,2,False,1,False,0.0,False,312.0
158500,6,1152,1.0,1092.0,1950,2004,1,False,1,False,0.0,False,0.0
224000,6,1906,2.0,1310.0,1954,1954,1,True,2,False,420.0,False,784.0
115000,6,1032,2.0,516.0,1980,1980,1,False,1,False,0.0,False,0.0
137000,6,1229,2.0,561.0,1980,1992,1,False,1,False,0.0,False,471.0
121000,6,1229,2.0,561.0,1980,1980,1,False,1,False,0.0,False,0.0
124000,6,1229,2.0,561.0,1980,1980,1,False,1,False,0.0,False,285.0
208000,6,1982,2.0,572.0,1986,1986,2,False,1,False,242.0,False,454.0
315000,7,2365,2.0,1803.0,1971,2009,2,False,2,True,0.0,False,803.0
222000,6,1680,2.0,880.0,1988,2007,2,False,1,True,260.0,False,808.0
147000,5,1344,1.0,672.0,1920,1997,1,False,0,False,0.0,False,456.0
123000,5,2168,2.0,760.0,1900,1993,2,False,0,False,0.0,False,0.0
78000,5,1192,1.0,596.0,1920,1950,1,True,0,False,0.0,False,0.0
85000,3,1526,0.0,1013.0,1915,1982,1,False,0,False,0.0,False,0.0
75000,4,572,1.0,572.0,1925,1950,1,False,0,False,0.0,False,0.0
230000,8,1648,2.0,1596.0,2007,2008,2,True,1,True,174.0,False,1476.0
57625,2,810,1.0,0.0,1910,1950,1,False,0,False,0.0,False,0.0
251000,8,2052,3.0,1107.0,2000,2001,2,True,1,False,0.0,False,445.0
239686,7,2149,2.0,1434.0,2003,2003,1,True,1,True,0.0,False,1351.0
240000,7,1710,2.0,1710.0,2004,2005,2,True,1,False,108.0,False,0.0
215000,6,1961,2.0,804.0,2001,2002,2,True,1,False,0.0,False,690.0
156450,6,926,1.0,902.0,1977,1977,1,False,1,False,0.0,False,767.0
173000,6,1287,2.0,957.0,1977,1977,1,False,2,True,0.0,False,841.0
126000,5,1734,2.0,0.0,1977,1977,2,False,0,False,0.0,False,0.0
173000,7,1217,2.0,1188.0,1990,1991,2,True,0,True,0.0,False,611.0
152000,5,1595,2.0,1582.0,1991,1991,2,True,0,False,0.0,False,55.0
137500,6,1344,2.0,819.0,1958,1958,1,False,1,True,541.0,False,111.0
375000,7,2036,2.0,2136.0,1965,1965,2,False,2,False,0.0,False,1236.0
315500,9,1620,3.0,1620.0,2007,2008,2,True,1,True,70.0,False,1022.0
224500,7,1692,2.0,846.0,2009,2009,2,True,0,False,0.0,False,0.0
410000,9,2036,3.0,2190.0,2008,2008,2,False,1,True,246.0,False,1758.0
316500,9,1641,3.0,1641.0,2008,2008,2,True,0,True,406.0,False,1115.0
201000,8,1466,3.0,1466.0,2007,2007,2,True,0,True,0.0,False,16.0
175000,6,1412,2.0,1392.0,1988,1988,2,False,1,True,0.0,False,1005.0
204000,6,2237,2.0,712.0,1980,2006,2,True,1,False,0.0,False,462.0
213500,7,1479,2.0,1645.0,1987,1989,2,True,1,True,310.0,False,904.0
220000,8,1296,2.0,1267.0,2001,2002,2,True,0,True,136.0,False,1005.0
170000,7,2014,2.0,912.0,2003,2003,2,True,0,False,0.0,False,0.0
315000,9,1838,3.0,1838.0,2006,2006,2,True,1,True,584.0,False,1260.0
425000,9,1978,3.0,1978.0,2007,2007,2,True,1,True,290.0,False,1640.0
139500,5,1008,1.0,1008.0,1968,1968,1,False,0,False,182.0,False,532.0
115000,5,1771,2.0,0.0,1960,2006,1,False,1,False,75.0,False,0.0
162000,6,1204,2.0,1204.0,1998,1998,2,True,0,True,320.0,False,866.0
165000,6,1224,2.0,1224.0,1999,1999,2,True,0,True,425.0,False,883.0
91000,4,988,1.0,462.0,1973,1973,1,False,0,True,0.0,False,462.0
130000,5,874,1.0,864.0,1968,1968,1,False,0,False,0.0,False,510.0
86000,4,630,1.0,630.0,1970,2002,1,False,0,True,0.0,False,515.0
160000,5,1404,2.0,1188.0,1969,2000,2,False,1,False,176.0,False,594.0
80000,4,630,1.0,630.0,1970,1970,1,False,0,True,0.0,False,509.0
97000,4,1344,0.0,546.0,1970,2008,1,False,1,False,0.0,False,0.0
88000,4,1092,1.0,546.0,1970,1970,1,False,0,False,0.0,False,273.0
131900,5,796,1.0,796.0,1972,1972,1,False,0,True,0.0,False,720.0
131250,6,1091,1.0,384.0,1993,1996,1,False,0,False,0.0,False,114.0
165500,5,1110,2.0,1097.0,1978,1978,1,True,1,True,104.0,False,1097.0
112000,5,833,0.0,833.0,1985,1985,1,False,0,False,0.0,False,625.0
149000,5,883,2.0,828.0,1992,1993,1,True,1,True,0.0,False,718.0
143000,5,1362,2.0,796.0,1993,1995,1,False,0,True,0.0,False,732.0
130000,5,1287,2.0,624.0,1992,1992,1,True,0,False,0.0,False,330.0
196000,6,1567,2.0,1567.0,1977,1977,2,True,2,False,0.0,False,1567.0
173000,5,1632,2.0,784.0,1969,1969,1,False,1,False,178.0,False,496.0
176500,6,1414,2.0,1184.0,1958,2002,1,False,1,False,0.0,False,528.0
237500,6,2117,2.0,1205.0,1970,1970,2,False,2,False,0.0,False,865.0
206900,6,2112,2.0,952.0,1969,1969,2,False,2,False,0.0,False,500.0
187500,6,1604,2.0,926.0,1997,1998,2,True,1,False,0.0,False,706.0
165000,6,1470,2.0,680.0,1995,1996,2,True,1,False,119.0,False,476.0
195500,6,1604,2.0,926.0,1998,1998,2,True,0,True,0.0,False,851.0
192000,6,1638,2.0,943.0,1998,1998,2,True,2,True,0.0,False,828.0
173000,6,1636,2.0,916.0,1996,1996,2,True,1,False,0.0,False,138.0
177900,5,1384,2.0,1348.0,1996,1997,2,True,0,True,0.0,False,450.0
175000,7,1446,2.0,729.0,1996,1997,2,True,1,True,0.0,False,604.0
286000,8,1593,2.0,1593.0,2001,2002,1,True,1,True,0.0,False,1153.0
247900,8,1682,2.0,1664.0,1997,1997,1,True,1,True,0.0,False,656.0
180000,8,1337,2.0,1337.0,1993,1993,2,True,1,True,0.0,False,733.0
180000,8,1280,2.0,1280.0,1992,1992,2,True,0,False,0.0,False,0.0
181000,6,1604,2.0,926.0,1997,1998,2,True,1,False,0.0,False,0.0
183000,6,1633,2.0,932.0,1998,1998,2,True,1,False,0.0,False,0.0
188000,6,1658,2.0,773.0,1995,1996,2,True,1,True,0.0,False,219.0
194500,7,1895,2.0,712.0,1994,1996,2,True,1,False,0.0,False,0.0
185000,6,1709,2.0,836.0,1991,1991,2,True,0,False,194.0,False,504.0
189000,8,1228,2.0,1228.0,1988,1989,2,True,1,True,0.0,False,767.0
188500,8,1337,2.0,1337.0,1989,1989,2,True,1,True,0.0,False,319.0
355000,8,2500,3.0,1168.0,2005,2005,3,True,1,True,130.0,False,16.0
325000,9,2504,3.0,1122.0,2005,2007,2,True,1,False,245.0,False,0.0
387000,9,1884,3.0,1884.0,2004,2004,2,True,1,True,296.0,False,1337.0
115000,6,1474,2.0,1632.0,1952,1952,1,False,2,False,0.0,False,0.0
334000,9,1710,2.0,1710.0,2007,2007,2,True,1,True,178.0,False,1034.0
133000,6,1488,2.0,1488.0,1950,1950,2,False,1,False,44.0,False,0.0
215000,7,2093,2.0,791.0,1986,1991,2,False,1,False,123.0,False,0.0
226500,7,1688,2.0,1675.0,1988,1988,2,False,1,True,102.0,False,983.0
175500,6,1422,2.0,1422.0,1981,1981,2,False,1,True,210.0,False,588.0
181900,7,1260,2.0,1260.0,1983,1983,2,False,0,True,174.0,False,747.0
235000,7,2064,2.0,2048.0,1978,1978,2,False,2,True,383.0,False,1206.0
220000,7,1782,2.0,1782.0,1979,1979,2,False,1,False,194.0,False,864.0
272000,6,2872,2.0,1330.0,1977,1995,2,False,1,False,424.0,False,896.0
161000,6,1211,2.0,1211.0,1976,1976,2,True,1,False,621.0,False,890.0
175000,5,1126,2.0,1126.0,1977,1977,2,True,0,False,0.0,False,767.0
185000,7,2044,2.0,738.0,1980,1988,2,False,1,False,280.0,False,0.0
146900,5,1308,2.0,720.0,1969,1969,1,False,0,False,0.0,False,280.0
292500,7,2840,4.0,1420.0,1978,1978,2,True,2,False,168.0,False,988.0
180000,6,1523,2.0,1193.0,1976,1976,2,False,1,False,160.0,False,644.0
159900,6,1444,2.0,1444.0,1976,1976,2,False,1,False,120.0,False,0.0
205000,7,1964,2.0,803.0,1976,1976,2,False,1,False,660.0,False,403.0
157000,5,1178,2.0,1176.0,1973,2000,1,False,1,False,0.0,False,1084.0
306000,8,2340,3.0,1236.0,1996,1996,2,True,1,True,402.0,False,1023.0
133000,5,1792,2.0,896.0,1974,1974,2,False,0,False,0.0,False,0.0
151000,6,1054,2.0,1054.0,1969,1969,1,False,0,False,0.0,False,602.0
111900,4,936,1.0,936.0,1969,1969,1,False,0,False,72.0,False,252.0
123000,5,864,2.0,864.0,1971,1971,1,False,0,False,0.0,False,119.0
111250,4,864,2.0,864.0,1972,1972,1,False,0,False,0.0,False,600.0
181000,6,1337,2.0,1405.0,1998,1999,2,True,0,True,0.0,False,266.0
103400,6,987,1.0,483.0,1973,1973,1,False,0,False,359.0,False,458.0
100000,6,987,1.0,483.0,1973,1973,1,False,0,False,158.0,False,330.0
100500,6,987,1.0,483.0,1972,1972,1,False,0,False,422.0,False,483.0
106000,6,987,1.0,483.0,1970,1970,1,False,0,False,127.0,False,321.0
85400,6,987,1.0,483.0,1971,1971,1,False,0,False,232.0,False,387.0
89500,6,987,1.0,483.0,1971,1971,1,False,0,False,604.0,False,358.0
111750,5,1302,1.0,630.0,1972,1972,2,False,0,False,356.0,False,350.0
140000,6,1069,2.0,1069.0,1977,1977,2,False,0,False,0.0,False,559.0
143000,6,1456,2.0,855.0,1975,1975,2,False,0,False,0.0,False,286.0
148500,7,1055,2.0,1055.0,1977,1977,2,False,0,False,0.0,False,378.0
110000,5,892,1.0,864.0,1966,1966,1,False,0,False,65.0,False,340.0
394617,8,1932,3.0,1932.0,2008,2008,2,True,1,True,426.0,True,1336.0
426000,10,2332,3.0,1682.0,2007,2008,2,True,1,True,272.0,True,1280.0
385000,10,2084,3.0,2078.0,2007,2008,2,True,1,True,816.0,True,1636.0
446261,9,2713,3.0,1452.0,2008,2008,2,True,1,True,268.0,True,1330.0
317500,8,1582,3.0,1582.0,2007,2007,2,True,0,True,302.0,True,1012.0
372402,8,1710,3.0,1710.0,2007,2008,2,True,1,True,436.0,True,1400.0
417500,8,2464,3.0,2418.0,2007,2007,2,True,1,True,554.0,True,1728.0
383000,9,1950,3.0,1950.0,2007,2007,2,True,1,True,480.0,True,1375.0
390000,9,2748,3.0,1850.0,2006,2006,2,True,1,True,270.0,True,1420.0
460000,10,2790,4.0,1620.0,2005,2006,2,True,1,True,468.0,True,1082.0
379000,9,2331,3.0,1414.0,2005,2005,2,True,1,True,368.0,True,1249.0
250000,8,2088,3.0,948.0,2007,2007,2,True,1,True,108.0,True,40.0
