 cibil_score, loan_amount, loan_status
702,34900000,1
499,9800000,0
669,19900000,1
326,18800000,0
778,16200000,1
787,4500000,1
831,12300000,1
576,32900000,1
600,22800000,1
569,30600000,1
867,6300000,1
441,14500000,0
304,32700000,1
520,8400000,0
613,6200000,1
885,1100000,1
841,9500000,1
815,29100000,1
822,400000,1
772,29100000,1
776,22500000,1
337,10300000,0
333,19000000,0
312,29300000,1
842,12400000,1
790,5100000,1
806,31900000,1
300,17000000,0
605,12000000,1
582,4700000,1
607,2700000,1
709,8200000,1
854,11600000,1
776,15200000,1
649,24600000,1
394,28000000,1
371,18900000,0
707,13200000,1
491,18100000,0
570,14100000,1
395,3500000,0
497,7500000,0
440,5300000,0
825,2400000,1
320,18100000,0
846,13500000,1
856,10900000,1
418,6800000,0
306,21100000,0
567,14500000,1
493,36800000,0
509,21200000,0
364,17000000,1
639,24000000,1
309,21700000,1
433,14800000,0
580,33600000,1
888,16200000,1
644,1100000,1
763,22200000,1
694,10800000,1
757,1200000,1
471,6900000,0
437,35200000,1
406,11400000,0
376,19700000,0
350,13800000,0
784,22500000,1
765,25400000,1
593,32200000,1
344,30000000,0
314,11800000,0
382,3300000,0
510,16500000,0
464,24600000,0
403,14900000,0
606,30400000,1
646,22000000,1
495,3600000,0
626,21600000,1
518,6000000,0
746,7600000,1
737,16300000,1
371,22300000,0
509,27300000,0
411,14000000,0
701,11800000,1
769,8800000,1
740,12500000,1
892,11600000,1
417,13100000,0
785,14400000,1
504,1100000,0
402,5900000,0
540,3500000,0
607,28400000,1
410,19400000,0
624,17200000,1
805,16600000,1
709,16100000,1
511,30900000,0
766,25100000,1
451,3800000,0
447,10200000,0
763,2500000,1
834,3100000,1
429,19500000,0
693,10600000,1
478,11100000,0
752,800000,1
319,5900000,0
303,17600000,0
420,16700000,0
552,600000,1
606,16000000,1
558,13700000,1
504,12400000,0
412,300000,0
900,18300000,1
634,23800000,1
340,9000000,0
615,20900000,1
353,12200000,0
606,16300000,1
498,14500000,0
585,21900000,1
578,6400000,1
693,15500000,1
795,14300000,1
594,9900000,1
840,10600000,1
301,10900000,0
481,9400000,0
531,23100000,0
332,15400000,0
516,18500000,1
727,26600000,1
344,19300000,0
650,31500000,1
362,15400000,0
307,18600000,0
530,24600000,0
482,17700000,0
701,22200000,1
586,17200000,1
384,17600000,0
882,18000000,1
758,11200000,1
529,4000000,0
589,1500000,1
670,1300000,1
532,14100000,0
868,12500000,1
776,7300000,1
644,9100000,1
658,6000000,1
766,33900000,1
717,21100000,1
339,6300000,0
463,4500000,0
540,7300000,1
804,5900000,1
541,16000000,0
371,18400000,0
369,13700000,0
651,1800000,1
477,30700000,0
554,6200000,1
362,25000000,0
469,14000000,1
547,1900000,0
809,1300000,1
335,16200000,0
708,13700000,1
779,700000,1
748,19900000,1
541,28600000,0
527,15800000,0
859,15300000,1
604,5600000,1
348,20100000,0
734,16200000,1
388,17000000,0
831,8100000,1
433,1500000,0
699,15900000,1
303,17100000,0
611,3800000,1
558,3700000,1
752,4800000,1
786,25800000,1
481,29000000,0
507,1300000,0
715,19800000,1
392,5700000,0
887,17700000,1
479,21600000,0
328,32100000,0
740,12900000,1
456,34200000,1
467,21100000,0
587,700000,0
569,6700000,1
399,24400000,0
593,15200000,1
409,12700000,0
353,21300000,0
306,11600000,0
499,14200000,0
324,14600000,0
647,11300000,1
767,12600000,1
821,10700000,1
338,17700000,0
785,24300000,1
694,11800000,1
613,22300000,1
318,8300000,0
783,18700000,1
761,5300000,1
329,12000000,0
661,15000000,1
339,900000,0
673,17700000,1
748,16900000,1
702,10000000,1
710,10300000,1
331,3500000,0
372,7600000,0
783,9600000,1
558,31400000,1
552,13000000,1
544,10600000,0
425,1000000,0
321,5100000,0
758,15500000,1
373,19600000,0
876,500000,1
594,14500000,1
837,18400000,1
600,16500000,1
547,12400000,0
431,15800000,0
851,22600000,1
760,28100000,1
716,2400000,1
744,11200000,1
740,21600000,1
759,20300000,1
517,29400000,0
895,6300000,1
315,15400000,0
527,8800000,0
853,19800000,1
747,13700000,1
892,31600000,1
856,20500000,1
324,23600000,0
812,28600000,1
804,22600000,1
874,1800000,1
516,10000000,0
402,18300000,0
330,12400000,0
867,24000000,1
844,34200000,1
310,7800000,0
535,14200000,0
323,29500000,0
686,25600000,1
465,9600000,0
547,10700000,0
649,19100000,1
670,31000000,1
408,14400000,0
303,11900000,0
497,34800000,0
740,34100000,1
309,8200000,0
769,24400000,1
420,7100000,0
540,6000000,0
806,10600000,1
723,2900000,1
565,11800000,1
374,9200000,0
509,9900000,0
728,23500000,1
396,18200000,0
667,8600000,1
583,7400000,1
459,21100000,0
635,11900000,1
604,27200000,1
796,8900000,1
416,8500000,0
311,8200000,0
833,33900000,1
543,9400000,0
751,20300000,1
885,23200000,1
346,19400000,0
588,14500000,1
488,23100000,0
765,6600000,1
337,25600000,0
515,9300000,0
555,22300000,1
702,27200000,1
457,17000000,0
425,27200000,0
583,12300000,1
877,29200000,1
522,36500000,0
687,8700000,1
856,23600000,1
543,33000000,0
576,15400000,1
856,17000000,1
722,8200000,1
653,20200000,1
480,35500000,0
477,14300000,0
885,500000,1
530,19600000,0
870,17200000,1
395,5600000,0
771,4200000,1
579,500000,1
798,3700000,1
473,25100000,0
304,3200000,0
678,23000000,1
745,8900000,1
835,8900000,1
848,12100000,1
872,16300000,1
608,20100000,1
758,19500000,1
841,3700000,1
618,2600000,1
457,1100000,1
844,14400000,1
776,3800000,1
520,13900000,0
648,7500000,1
654,31400000,1
342,26500000,0
808,2800000,1
429,15200000,0
538,18100000,0
533,16400000,0
394,7300000,0
771,29300000,1
792,10100000,1
407,15500000,0
544,19300000,0
509,18000000,0
320,18400000,0
496,14700000,0
652,27400000,1
806,3700000,1
821,4500000,1
618,28800000,1
729,20600000,1
839,10600000,1
318,6400000,0
404,9600000,0
581,9000000,1
596,6800000,1
415,20700000,1
728,7200000,1
666,13300000,1
675,17700000,1
304,15400000,0
474,15500000,0
370,10200000,0
596,20300000,1
567,8300000,1
671,16100000,1
819,800000,1
829,23000000,1
454,1200000,0
399,15200000,0
784,20700000,1
538,26900000,0
759,16900000,1
699,21400000,1
347,5400000,0
598,25200000,1
406,27100000,1
860,15800000,1
806,16500000,1
448,6900000,1
393,22600000,0
811,16000000,1
829,7900000,1
700,23400000,1
719,12400000,1
430,30500000,0
338,3000000,1
695,13000000,1
374,25700000,0
609,8500000,1
631,36000000,1
439,10800000,0
837,13500000,1
833,10400000,1
863,9600000,1
684,8700000,1
542,24600000,0
753,11500000,1
512,14200000,0
385,8100000,0
749,18800000,1
618,10100000,1
583,2500000,1
655,19900000,1
380,20900000,0
679,14700000,1
410,14800000,0
590,11500000,1
397,13800000,0
425,2100000,0
383,16400000,1
406,23900000,0
563,19800000,1
782,13400000,1
852,2200000,1
753,27800000,1
489,7600000,0
586,13800000,1
560,20800000,1
487,20600000,0
434,18300000,0
504,7000000,0
827,25300000,1
657,23300000,1
447,21400000,0
834,13600000,1
354,21700000,0
883,21000000,1
641,9900000,1
621,16900000,1
587,23300000,1
424,15400000,0
515,20500000,0
592,4700000,1
319,19900000,0
360,3900000,0
535,27100000,0
666,11400000,1
419,24600000,0
640,21900000,1
545,19700000,0
843,15300000,1
559,30900000,1
650,2000000,1
479,12300000,0
324,1000000,0
354,16700000,1
521,8400000,0
505,15900000,0
436,1700000,0
683,8100000,1
348,5800000,0
867,15700000,1
880,4100000,1
673,25500000,1
482,12600000,0
767,19600000,1
760,15800000,1
857,1900000,1
735,26700000,1
810,9300000,1
680,7200000,1
889,26900000,1
688,1500000,1
531,13700000,0
660,11100000,1
414,8800000,0
528,15800000,0
817,20000000,1
799,15300000,1
655,21400000,1
546,16200000,0
745,30800000,1
884,16900000,1
822,22000000,1
623,18700000,1
361,18900000,0
778,16200000,1
779,3800000,1
594,20700000,1
530,28300000,1
324,9300000,0
394,9000000,0
816,10400000,1
423,2300000,0
539,12800000,0
554,21000000,1
523,19000000,0
852,12000000,1
505,3700000,0
430,7900000,0
784,9200000,1
380,24000000,0
565,18600000,1
446,26900000,0
406,20200000,0
712,6000000,1
729,22600000,1
508,14600000,0
648,24900000,1
346,18700000,0
394,18500000,0
501,9700000,0
655,36300000,1
662,20900000,1
820,30800000,1
521,18900000,0
473,27900000,0
561,1200000,1
461,23100000,0
715,13800000,1
440,15600000,0
749,24900000,1
787,17400000,1
748,13900000,1
321,13600000,0
303,2300000,0
682,5400000,1
638,8600000,1
440,16600000,0
873,6600000,1
437,19700000,0
796,19700000,1
824,27200000,1
338,800000,0
575,14900000,1
773,16900000,1
733,19700000,1
475,10600000,0
677,15000000,1
403,17700000,0
767,25300000,1
813,21000000,1
597,25700000,1
896,31100000,1
810,13900000,1
337,2000000,0
792,26900000,1
784,1600000,1
434,30100000,0
384,32600000,0
642,24900000,1
314,29900000,0
606,25900000,1
843,17600000,1
778,7400000,1
718,25600000,1
437,20800000,0
586,700000,1
777,7000000,1
525,31700000,0
632,23100000,1
337,4800000,0
458,27900000,0
364,5400000,0
499,29800000,0
887,6500000,1
882,6300000,1
817,8700000,1
704,300000,1
742,4500000,1
393,11600000,1
828,4300000,1
779,21500000,1
860,21700000,1
432,10600000,1
532,30400000,0
678,3200000,1
601,27000000,1
807,23100000,1
879,16500000,1
665,11200000,1
697,9300000,1
867,21700000,1
544,15500000,0
482,20700000,0
857,22500000,1
549,21200000,0
720,30600000,1
302,4800000,0
669,2900000,1
591,27100000,1
440,15300000,0
890,26200000,1
663,28000000,1
433,22600000,0
317,22500000,0
360,14700000,0
727,26200000,1
685,8300000,1
373,4300000,0
469,14600000,0
548,10900000,0
618,29400000,1
658,15400000,1
781,28700000,1
715,35500000,1
409,8100000,0
504,20600000,0
428,21600000,0
704,16600000,1
834,18800000,1
694,34900000,1
453,13300000,0
404,35400000,0
776,22300000,1
526,28700000,0
641,1000000,1
582,12300000,1
778,20800000,1
763,28400000,1
650,19000000,1
820,9700000,1
824,13500000,1
718,12600000,1
313,13300000,0
751,26200000,1
520,300000,0
355,4700000,1
314,33600000,0
728,5900000,1
564,30100000,1
699,15300000,1
624,17000000,1
795,16800000,1
703,18600000,1
394,17300000,0
779,9900000,1
405,8800000,0
612,6700000,1
448,28100000,0
506,13700000,0
776,30400000,1
730,8600000,1
730,800000,1
345,17200000,0
847,11800000,1
398,23300000,0
307,9600000,0
852,23700000,1
364,27500000,0
552,15200000,1
421,8100000,1
588,9800000,1
763,3500000,1
823,17500000,1
642,24800000,1
647,16800000,1
886,8900000,1
518,26200000,0
515,26800000,0
340,12400000,0
521,1700000,0
330,2900000,0
474,26800000,1
898,35100000,1
436,9100000,0
326,21300000,0
876,9500000,1
597,17500000,1
436,16100000,0
640,22800000,1
302,22900000,0
476,23200000,0
393,22000000,0
506,10300000,0
418,37800000,0
865,13400000,1
703,28600000,1
568,12600000,1
425,5900000,0
305,11300000,0
456,20600000,0
602,2600000,1
814,3800000,1
640,24900000,1
817,15000000,1
361,29800000,0
839,20100000,1
592,27000000,1
498,24700000,0
847,12400000,1
643,29400000,1
389,10600000,1
381,17500000,0
400,14400000,0
718,12700000,1
309,12400000,0
838,7400000,1
678,21600000,1
826,4500000,1
348,3100000,0
476,19700000,0
666,26300000,1
896,4300000,1
547,7000000,0
405,13900000,1
498,4000000,0
779,24800000,1
403,31500000,0
709,12400000,1
507,6000000,0
368,9100000,0
760,14600000,1
796,16800000,1
876,5000000,1
673,4700000,1
747,11500000,1
589,13600000,1
382,18100000,0
900,2300000,1
628,25000000,1
667,25000000,1
778,26400000,1
831,17200000,1
320,27100000,1
656,9300000,1
896,8900000,1
320,7400000,1
751,10500000,1
523,17400000,1
584,10500000,1
630,20400000,1
472,8000000,0
802,18500000,1
547,6400000,0
726,2800000,1
712,18500000,1
790,10700000,1
396,600000,0
831,4200000,1
632,20900000,1
527,10800000,0
708,11100000,1
829,4200000,1
854,8100000,1
899,6700000,1
589,13400000,1
571,26000000,1
708,6400000,1
328,19600000,0
564,33500000,1
693,19000000,1
626,15000000,1
470,15600000,0
849,12500000,1
547,27800000,0
417,15100000,1
358,14900000,0
826,3100000,1
836,4200000,1
509,1700000,0
581,20500000,1
359,1100000,1
517,7100000,0
442,20100000,0
346,2700000,0
742,34000000,1
626,8100000,1
619,28800000,1
734,17900000,1
420,25600000,0
600,8300000,1
440,13200000,0
820,5200000,1
437,7800000,0
468,1400000,0
368,9100000,0
871,21900000,1
816,37900000,1
773,32800000,1
576,3000000,1
673,4500000,1
760,34100000,1
678,7500000,1
893,12000000,1
754,9000000,1
617,2200000,1
661,29500000,1
356,12100000,0
811,6300000,1
730,14600000,1
792,18000000,1
798,16000000,1
490,2900000,0
448,5500000,0
525,3100000,0
415,19200000,0
496,10600000,0
543,13100000,0
520,18400000,0
307,18000000,0
502,5700000,0
505,12000000,0
304,23100000,1
719,17500000,1
855,22700000,1
593,15800000,1
523,1400000,0
385,13100000,0
783,19300000,1
538,3900000,1
506,20100000,0
461,8600000,1
666,20000000,1
561,16300000,1
345,10800000,0
862,12500000,1
686,22300000,1
708,19600000,1
656,14800000,1
743,7000000,1
408,12100000,0
408,1300000,0
439,16500000,0
415,7100000,0
490,10600000,0
884,30000000,1
425,25400000,0
730,21700000,1
657,17300000,1
480,16800000,0
356,3100000,0
629,36000000,1
667,4700000,1
559,11500000,1
791,16000000,1
538,11300000,0
358,16000000,0
439,11700000,0
503,15300000,0
810,11900000,1
302,30600000,0
300,8800000,0
612,7200000,1
686,5000000,1
409,4900000,0
492,900000,0
498,21700000,0
611,10900000,1
776,11800000,1
779,13000000,1
560,27200000,1
308,5100000,0
786,12600000,1
597,29100000,1
811,12000000,1
862,13000000,1
369,14200000,0
687,23900000,1
500,19600000,0
746,500000,1
619,2100000,1
692,16700000,1
321,3300000,0
730,15000000,1
480,10800000,0
753,10700000,1
637,28900000,1
483,9000000,0
315,1100000,1
777,4100000,1
402,17700000,0
493,7700000,0
355,3100000,1
557,23600000,1
606,20000000,1
743,12200000,1
579,18400000,1
734,33100000,1
490,16100000,0
802,20500000,1
867,7400000,1
302,2200000,0
867,19900000,1
312,9900000,0
762,19100000,1
462,14700000,0
849,18200000,1
592,7400000,1
507,1400000,0
505,11400000,0
467,3200000,0
543,22900000,0
674,1100000,1
717,13500000,1
666,17000000,1
830,17300000,1
383,9400000,0
584,18900000,1
799,14200000,1
510,19400000,0
572,5900000,1
554,13100000,1
344,4800000,0
881,8600000,1
514,27200000,0
796,1800000,1
802,16200000,1
375,12500000,0
871,14700000,1
439,2900000,1
438,32000000,0
468,13700000,0
645,10200000,1
700,9200000,1
348,36700000,0
877,1400000,1
899,14900000,1
610,3500000,1
742,23900000,1
801,6600000,1
533,17100000,1
656,23900000,1
785,14300000,1
332,15700000,1
768,8100000,1
640,8600000,1
885,3100000,1
772,2000000,1
665,25600000,1
454,10500000,0
698,32500000,1
332,21300000,0
536,28300000,0
796,6500000,1
486,19900000,0
422,16800000,0
501,18500000,0
666,23500000,1
371,16500000,0
312,6900000,0
753,11000000,1
740,5200000,1
366,24000000,0
526,11100000,0
354,14800000,0
719,6300000,1
774,20100000,1
732,29100000,1
862,16000000,1
613,10800000,1
447,16500000,0
730,3000000,1
568,29600000,1
495,23600000,0
854,23600000,1
548,15200000,0
779,2700000,1
564,24800000,1
571,8200000,1
778,32600000,1
808,28400000,1
770,18600000,1
612,28400000,1
819,2700000,1
627,20200000,1
359,14700000,0
341,19100000,0
570,3600000,1
736,18100000,1
302,12900000,0
420,21000000,0
416,12000000,0
836,34800000,1
528,12700000,0
405,24900000,0
783,33400000,1
636,4000000,1
711,16800000,1
848,11800000,1
804,27800000,1
892,2800000,1
696,22800000,1
888,7600000,1
699,1400000,1
865,13000000,1
383,37300000,0
368,19300000,0
607,15800000,1
827,8900000,1
672,34000000,1
708,26700000,1
682,8800000,1
741,25500000,1
343,1200000,0
785,11100000,1
830,28000000,1
696,26700000,1
697,300000,1
351,11700000,1
556,21800000,1
895,31800000,1
534,8400000,0
736,29800000,1
629,5500000,1
657,16200000,1
839,11300000,1
589,25700000,1
805,4500000,1
729,13600000,1
399,7700000,0
413,6700000,0
321,13200000,0
853,7500000,1
400,23400000,0
630,16300000,1
557,21600000,1
358,7600000,0
510,16000000,0
554,9600000,1
596,27700000,1
659,18500000,1
322,30700000,0
852,21300000,1
653,14100000,1
737,9200000,1
583,18900000,1
873,10000000,1
595,27000000,1
871,11300000,1
603,18800000,1
801,29300000,1
723,9400000,1
630,22600000,1
368,9900000,0
759,22200000,1
382,3000000,0
645,2800000,1
878,6300000,1
350,23400000,0
720,17600000,1
673,28100000,1
448,8000000,0
720,16000000,1
300,12300000,1
520,28700000,0
794,15000000,1
875,10000000,1
533,12900000,0
776,23600000,1
706,11400000,1
710,10900000,1
333,18300000,0
787,6400000,1
569,18600000,1
427,20100000,0
640,27800000,1
312,8100000,0
464,30900000,0
490,22800000,0
431,10200000,0
500,24800000,1
511,12200000,0
691,25200000,1
696,24400000,1
437,27600000,1
335,20800000,0
671,25100000,1
621,3700000,1
455,6800000,0
856,500000,1
892,2100000,1
819,12900000,1
308,11600000,0
889,18600000,1
713,23200000,1
665,21000000,1
837,6000000,1
395,18000000,0
632,28900000,1
497,4300000,0
694,2700000,1
882,5600000,1
504,14900000,0
747,30100000,1
462,35300000,1
538,25900000,0
664,30900000,1
524,10900000,1
464,1400000,0
807,19100000,1
622,27200000,1
827,27800000,1
687,19000000,1
835,19400000,1
772,3300000,1
710,3200000,1
581,32500000,1
775,11700000,1
710,16000000,1
321,2500000,0
761,28300000,1
674,31400000,0
899,13000000,1
567,12300000,1
771,5400000,1
360,10600000,0
425,19600000,0
496,30000000,0
705,1600000,1
427,12400000,0
552,21000000,1
725,3700000,1
553,15600000,1
725,19100000,1
481,26100000,0
847,8600000,1
666,25700000,1
477,25400000,0
446,22100000,1
630,8200000,1
613,1100000,1
851,7500000,1
339,20600000,0
857,11100000,1
467,22100000,0
355,12900000,0
428,16400000,0
450,24000000,0
348,4600000,0
459,15000000,0
847,31000000,1
523,8300000,0
786,15200000,1
300,21200000,0
728,6500000,1
497,32000000,1
548,13700000,0
576,22900000,1
863,4100000,1
717,8400000,1
668,5900000,1
335,17400000,0
861,13600000,1
321,14900000,0
585,8300000,1
704,18500000,1
819,10300000,1
494,12400000,0
808,22500000,1
830,11000000,1
473,2800000,0
392,29800000,1
806,20300000,1
340,21400000,0
555,13900000,1
499,1200000,0
467,21300000,0
797,6600000,1
762,1300000,1
562,36500000,1
492,21800000,0
824,1700000,1
602,5700000,1
722,18300000,1
709,28400000,1
302,1400000,1
364,12300000,0
389,23800000,0
786,20000000,1
434,11500000,0
671,18100000,1
376,14700000,0
898,32200000,1
836,15500000,1
515,4400000,0
360,24800000,0
691,12800000,1
510,9100000,0
389,23200000,0
348,19000000,0
504,8100000,1
658,21300000,1
641,5400000,1
327,19800000,0
726,20300000,1
828,34100000,1
755,14500000,1
788,7600000,1
832,25100000,1
554,8200000,1
811,26200000,1
649,12000000,1
830,9700000,1
707,11700000,1
483,33700000,0
349,5500000,0
846,1500000,1
386,31500000,0
408,19200000,0
764,3900000,1
473,3200000,0
654,9800000,1
551,22800000,1
850,21800000,1
646,24200000,1
793,2100000,1
551,19900000,1
346,2600000,0
540,19100000,0
892,9000000,1
570,20700000,1
874,11300000,1
553,12600000,1
649,34500000,1
439,15800000,0
621,24800000,1
872,18600000,1
492,18500000,0
618,18600000,1
458,15800000,0
422,13900000,0
873,30900000,1
610,10000000,1
546,13200000,0
741,7200000,1
754,8200000,1
379,15100000,0
455,16900000,0
615,9000000,1
384,21700000,0
628,25100000,1
865,11200000,1
679,5300000,1
689,19000000,1
636,13800000,1
837,6600000,1
557,8500000,1
324,1700000,0
531,9300000,0
476,21400000,0
775,8500000,1
477,18000000,0
682,19800000,1
334,17700000,0
565,23900000,1
340,25700000,0
322,11000000,0
883,10700000,1
346,12800000,0
861,20200000,1
699,21900000,1
629,27200000,1
359,3100000,0
430,27000000,0
417,3300000,0
896,5200000,1
690,3900000,1
347,22800000,0
539,7000000,0
464,8000000,0
310,16200000,0
431,36600000,0
489,10000000,0
775,13900000,1
365,600000,0
555,4500000,1
457,29600000,0
580,12400000,1
496,7200000,0
837,11400000,1
455,13200000,0
551,9700000,1
825,20700000,1
554,4200000,1
400,5200000,0
853,34300000,1
403,18800000,0
392,1500000,0
673,19000000,1
498,7100000,0
858,2600000,1
477,14300000,0
548,28200000,0
300,23900000,0
483,800000,0
384,5800000,0
894,35200000,1
492,14800000,0
607,25700000,1
701,2400000,1
890,19700000,1
808,14600000,1
596,7400000,1
421,6200000,0
495,14900000,0
604,9800000,1
509,32600000,1
852,600000,1
893,6700000,1
874,33000000,1
386,500000,0
590,18100000,1
510,23500000,0
523,25600000,0
461,6700000,0
832,5600000,1
896,9600000,1
732,26000000,1
301,13900000,0
701,15800000,1
502,4000000,0
742,19500000,1
755,5000000,1
834,7100000,1
394,18400000,0
663,19700000,1
649,20300000,1
738,23200000,1
524,2000000,0
855,14600000,1
304,5400000,0
532,3800000,0
584,8500000,1
447,28700000,1
852,19900000,1
368,13100000,0
447,28900000,0
867,11400000,1
397,17600000,0
798,19400000,1
530,26300000,0
356,9900000,0
718,24000000,1
459,13000000,0
571,22200000,1
412,20500000,0
604,12500000,1
449,20600000,0
778,5300000,1
476,21200000,0
727,10400000,1
818,18500000,1
738,19300000,1
546,18200000,0
471,14100000,0
860,10600000,1
364,4400000,0
557,25300000,1
612,20700000,1
414,19300000,0
372,2900000,0
466,11600000,0
348,19800000,0
597,17200000,1
791,11000000,1
400,1800000,0
813,18700000,1
675,15400000,1
324,18200000,0
693,3600000,1
491,13700000,0
559,9800000,1
392,4900000,0
532,18600000,0
592,29400000,1
459,23100000,0
627,1200000,1
462,6100000,1
600,24700000,1
366,6200000,0
356,9700000,0
590,2300000,1
485,28900000,1
617,1700000,1
664,2600000,1
583,27900000,1
859,400000,1
504,7300000,0
688,2300000,1
422,5700000,1
746,27000000,1
317,17500000,0
701,20200000,1
754,6000000,1
515,600000,0
670,8800000,1
407,4000000,0
884,10900000,1
882,400000,1
595,24700000,1
757,22900000,1
386,8500000,0
756,11100000,1
453,25700000,0
316,25200000,0
703,7700000,1
753,3200000,1
621,23500000,1
852,9100000,1
301,9400000,0
359,29300000,0
534,6600000,0
704,20000000,1
662,13700000,1
599,31100000,1
319,5400000,1
549,19400000,0
443,21000000,0
550,26700000,1
393,8000000,0
488,15100000,0
845,11800000,1
382,19000000,1
357,7500000,0
815,27500000,1
368,26000000,0
674,19800000,1
335,23900000,0
355,12600000,0
510,17500000,0
698,17800000,1
408,8200000,0
401,13100000,0
418,14000000,0
697,21300000,1
683,12200000,0
763,31500000,1
336,11400000,0
693,8300000,1
745,23900000,1
629,22500000,1
581,23300000,1
672,29600000,1
700,20100000,1
787,4400000,1
300,8000000,0
655,16100000,1
572,13300000,1
663,16400000,1
726,10700000,1
680,12300000,1
685,2700000,1
762,23100000,1
768,17200000,1
504,11100000,0
796,20500000,1
348,2900000,0
717,13100000,1
565,34200000,1
647,10900000,1
626,10900000,1
554,24700000,1
864,11500000,1
406,12500000,0
650,1800000,1
534,16500000,0
872,2600000,1
845,16500000,1
792,16300000,0
544,1200000,0
552,13000000,1
837,14900000,1
845,21300000,1
677,24100000,1
430,18300000,0
887,22500000,1
544,19400000,0
355,18300000,0
540,17500000,0
444,16000000,0
567,14900000,1
513,6500000,0
590,7100000,1
368,8500000,0
413,7600000,0
401,13600000,0
687,5400000,1
577,14100000,1
576,700000,1
687,23400000,1
474,11600000,0
709,4400000,1
438,20200000,0
306,25300000,1
383,13900000,0
563,4700000,1
371,3200000,0
379,4200000,0
897,30200000,1
725,25400000,1
678,31500000,1
724,14800000,1
808,2500000,1
625,18400000,1
771,16800000,1
695,22400000,1
564,3300000,1
349,14500000,0
797,900000,1
391,28800000,0
833,5400000,1
515,9100000,0
671,10400000,1
404,6900000,1
537,14800000,0
348,5100000,1
647,6300000,1
316,28700000,0
638,26700000,1
363,2100000,0
808,21200000,1
871,9400000,1
607,17000000,1
571,22500000,1
446,25700000,0
436,6400000,0
738,14100000,1
519,9400000,0
531,8300000,0
578,3400000,1
578,21100000,1
442,18100000,0
751,16900000,1
353,18800000,0
664,26600000,1
505,26600000,0
571,16600000,1
754,34600000,1
858,3900000,1
641,21800000,1
592,35500000,1
432,20300000,0
558,33800000,1
547,14200000,0
732,9800000,1
784,19300000,1
605,31900000,1
688,19500000,1
617,32100000,1
518,2400000,1
390,14800000,0
370,6300000,0
802,21300000,1
338,15500000,0
658,11700000,1
595,6700000,1
594,8500000,1
611,4100000,1
799,5800000,1
497,18600000,0
456,15900000,0
396,500000,0
770,2300000,1
797,9000000,1
586,18700000,1
604,23400000,1
799,12800000,1
763,26400000,1
725,23000000,1
336,8800000,0
495,2300000,0
431,11500000,0
415,2200000,0
451,20400000,0
489,14300000,0
415,4600000,0
425,8100000,0
453,4600000,0
634,11800000,1
519,300000,0
353,2100000,0
767,3200000,1
473,16900000,0
801,21300000,1
543,2300000,0
714,17200000,1
830,4100000,1
401,15300000,1
518,26400000,0
367,2300000,0
493,12000000,0
505,22700000,0
322,26500000,0
735,900000,1
622,6700000,1
513,16400000,0
585,4100000,1
813,3000000,1
622,10400000,1
899,6300000,1
459,4700000,0
369,33300000,0
601,37700000,1
703,2700000,1
597,14600000,1
670,13300000,1
366,2800000,0
857,27800000,1
401,15000000,0
437,8800000,1
882,17600000,1
392,15500000,0
421,7700000,0
722,400000,1
692,14700000,1
537,20700000,0
676,5500000,1
817,8100000,1
433,10800000,0
524,16300000,0
490,24400000,0
595,14300000,1
835,11000000,1
850,28300000,1
409,2500000,1
760,12800000,1
344,17600000,0
881,27100000,1
600,24500000,1
790,19900000,1
392,31200000,0
748,4100000,1
798,18800000,1
323,11400000,1
413,5400000,0
733,2900000,1
543,10500000,0
757,10900000,1
464,6800000,0
749,6900000,1
680,2200000,1
574,20900000,1
774,800000,1
387,18700000,0
397,16400000,0
816,13500000,1
845,6700000,1
743,1500000,1
418,600000,0
466,10700000,0
335,2300000,0
446,15200000,0
868,29400000,1
763,25300000,1
527,13700000,0
741,12700000,1
802,26800000,1
538,28900000,0
523,16300000,1
381,8300000,0
534,7000000,0
574,2200000,1
405,11100000,0
542,3800000,0
820,25400000,1
505,13400000,0
508,16400000,0
835,15000000,1
826,22000000,1
427,18900000,0
890,2000000,1
333,13300000,0
679,20000000,1
805,12300000,1
826,11000000,1
844,23900000,1
663,14100000,1
884,21900000,1
508,3700000,1
581,6900000,1
481,26300000,0
543,30000000,0
448,12600000,0
713,5300000,1
493,17300000,0
819,9200000,1
827,1400000,1
398,15700000,0
692,7500000,1
509,14600000,0
439,18100000,0
622,9400000,1
526,700000,0
865,19000000,1
328,27400000,0
768,4200000,1
854,24000000,1
839,20800000,1
414,23300000,0
530,4700000,0
841,14600000,1
670,5700000,1
726,20900000,1
352,8300000,0
554,16000000,1
728,1800000,1
463,25500000,0
431,5000000,0
445,1900000,0
896,3000000,1
420,5200000,0
315,30900000,1
867,20900000,1
342,26000000,1
711,11800000,1
723,20900000,1
704,11300000,1
842,20200000,1
600,15200000,1
688,25600000,1
739,2300000,1
798,2800000,1
319,9900000,0
583,8700000,1
535,11500000,0
696,25900000,1
672,23900000,1
410,12300000,0
546,11600000,0
550,16800000,1
344,1400000,0
743,38200000,1
772,36400000,1
302,29900000,0
376,9100000,0
747,11600000,1
710,15800000,1
892,24200000,1
492,11500000,0
559,17700000,1
314,8300000,0
744,8400000,1
690,18000000,1
347,23300000,1
677,31400000,1
468,15700000,1
674,17500000,1
353,27300000,0
727,14100000,1
512,22200000,0
454,27200000,0
315,12400000,0
480,22700000,0
685,24200000,1
460,17900000,0
704,28400000,1
